"municipio.x";"cod_ibge";"uf";"total_doses";"total_dose_1";"total_dose_2";"populacao";"cobertura_vacinal_dose_1";"cobertura_vacinal_dose_2"
"Gado Bravo";250625;"PB";4382;2891;1375;8303;34,8;16,6
"Tiros";316890;"MG";4157;3028;1068;6424;47,1;16,6
"São Julião";221030;"PI";3596;2487;1059;6371;39;16,6
"Itaara";431053;"RS";3484;2517;917;5537;45,5;16,6
"Pranchita";412035;"PR";3331;2438;848;5095;47,9;16,6
"Oratórios";314585;"MG";3171;2376;774;4663;51;16,6
"São Pedro Da União";316390;"MG";3158;2314;767;4610;50,2;16,6
"Santa Teresinha";251380;"PB";2652;1814;757;4562;39,8;16,6
"São José De Princesa";251455;"PB";2278;1577;656;3950;39,9;16,6
"Anahy";410105;"PR";2263;1715;463;2788;61,5;16,6
"Rancho Alegre D'Oeste";412135;"PR";1995;1548;437;2628;58,9;16,6
"Serra Da Raiz";251560;"PB";1937;1381;520;3131;44,1;16,6
"Avelinópolis";520280;"GO";1828;1427;401;2409;59,2;16,6
"Iracema Do Oeste";411065;"PR";1631;1203;373;2251;53,4;16,6
"Davinópolis";520690;"GO";1371;1008;348;2094;48,1;16,6
"Macieira";421005;"SC";1211;853;294;1766;48,3;16,6
"Bebedouro";350610;"SP";50694;35408;12810;77555;45,7;16,5
"Venâncio Aires";432260;"RS";47957;33972;11870;71973;47,2;16,5
"Registro";354260;"SP";40221;29805;9328;56393;52,9;16,5
"Socorro";355210;"SP";28344;20336;6820;41352;49,2;16,5
"Descalvado";351370;"SP";23869;16831;5579;33910;49,6;16,5
"Osvaldo Cruz";353460;"SP";22427;15912;5452;33000;48,2;16,5
"Jacupiranga";352460;"SP";12048;8541;2960;17889;47,7;16,5
"Buerarema";290470;"BA";10609;7513;3018;18306;41;16,5
"Tapes";432110;"RS";10515;7614;2857;17332;43,9;16,5
"Resplendor";315430;"MG";10207;7178;2866;17396;41,3;16,5
"São Jorge D'Oeste";412520;"PR";6032;4380;1490;9028;48,5;16,5
"Ataléia";310470;"MG";5683;3595;2088;12678;28,4;16,5
"Santanópolis";292830;"BA";5214;3690;1475;8966;41,2;16,5
"Tanquinho";293110;"BA";4748;3344;1311;7928;42,2;16,5
"Nazaré Do Piauí";220670;"PI";4578;3303;1206;7322;45,1;16,5
"Passo Do Sobrado";431407;"RS";3944;2749;1087;6574;41,8;16,5
"Cabixi";110003;"RO";3465;2491;856;5188;48;16,5
"Santa Maria Do Salto";315810;"MG";2663;1793;860;5217;34,4;16,5
"Fernando Pedroza";240375;"RN";2357;1826;507;3067;59,5;16,5
"Capão Alto";420325;"SC";1834;1391;413;2496;55,7;16,5
"Conceição Das Pedras";311720;"MG";1681;1203;465;2813;42,8;16,5
"Presidente Prudente";354140;"SP";155294;114790;37681;230371;49,8;16,4
"Mirandópolis";353010;"SP";19972;14506;4878;29706;48,8;16,4
"Irituia";150350;"PA";18679;13227;5352;32595;40,6;16,4
"Mimoso Do Sul";320340;"ES";18087;12926;4275;26115;49,5;16,4
"Guaporé";430940;"RS";16459;11422;4268;25968;44;16,4
"Cipó";290790;"BA";10793;7928;2840;17352;45,7;16,4
"Fartura";351540;"SP";10016;7230;2629;16070;45;16,4
"Piquete";353850;"SP";9947;7389;2223;13575;54,4;16,4
"Bom Retiro Do Sul";430240;"RS";8284;5929;2033;12390;47,9;16,4
"Itapejara D'Oeste";411120;"PR";7712;5554;1978;12094;45,9;16,4
"Serra Do Salitre";316680;"MG";6898;4944;1908;11668;42,4;16,4
"Igarapé Grande";210520;"MA";6437;4466;1870;11387;39,2;16,4
"Elísio Medrado";291030;"BA";5010;3583;1335;8126;44,1;16,4
"Lagoa De São Francisco";220557;"PI";4441;3212;1114;6777;47,4;16,4
"Feira Da Mata";291077;"BA";3341;2414;927;5661;42,6;16,4
"Indianópolis";411040;"PR";3184;2329;732;4465;52,2;16,4
"Inúbia Paulista";352080;"SP";2662;1880;659;4019;46,8;16,4
"Ourizona";411740;"PR";2642;1999;560;3425;58,4;16,4
"Figueirópolis D'Oeste";510380;"MT";2498;1905;567;3452;55,2;16,4
"Corumbataí";351270;"SP";2471;1750;666;4064;43,1;16,4
"Piedade De Ponte Nova";315020;"MG";2450;1748;677;4140;42,2;16,4
"Nova Brasilândia";510620;"MT";2256;1645;611;3732;44,1;16,4
"Campanário";311080;"MG";2177;1542;611;3730;41,3;16,4
"Barra Do Guarita";430185;"RS";2062;1439;533;3257;44,2;16,4
"São João Das Duas Pontes";354920;"SP";1853;1319;421;2561;51,5;16,4
"Argirita";310440;"MG";1179;735;444;2704;27,2;16,4
"Ivaiporã";411150;"PR";21395;15583;5220;31935;48,8;16,3
"Santa Vitória Do Palmar";431730;"RS";19331;14104;4813;29483;47,8;16,3
"Tanabi";355340;"SP";18309;12892;4258;26101;49,4;16,3
"Capanema";410450;"PR";11985;8796;3115;19148;45,9;16,3
"Serro";316710;"MG";11673;8113;3421;20940;38,7;16,3
"Orizona";521530;"GO";9976;7304;2563;15725;46,4;16,3
"Santo Antônio Do Leverger";510780;"MT";9637;6900;2735;16819;41;16,3
"Tabapuã";355260;"SP";8503;6045;2033;12485;48,4;16,3
"Mercês";314160;"MG";6929;5134;1750;10758;47,7;16,3
"Gentio Do Ouro";291130;"BA";6674;4728;1832;11259;42;16,3
"Santa Maria Madalena";330460;"RJ";6468;4681;1689;10392;45;16,3
"Dourado";351430;"SP";6341;4592;1443;8878;51,7;16,3
"Juru";250800;"PB";5712;3946;1609;9849;40,1;16,3
"Senador Firmino";316570;"MG";5125;3815;1279;7858;48,5;16,3
"Santo Antônio Da Alegria";354790;"SP";4624;3384;1136;6977;48,5;16,3
"Guidoval";312880;"MG";4542;3339;1148;7051;47,4;16,3
"Ararendá";230125;"CE";3996;2213;1783;10959;20,2;16,3
"Toledo";316910;"MG";3914;2763;1029;6297;43,9;16,3
"Coronel Bicaco";430590;"RS";3796;2614;1182;7268;36;16,3
"Itapura";352300;"SP";3450;2546;806;4951;51,4;16,3
"Botuverá";420270;"SC";3316;2449;867;5322;46;16,3
"Chácara";311590;"MG";2561;2033;518;3186;63,8;16,3
"Vieiras";317140;"MG";2228;1627;586;3589;45,3;16,3
"Bernardino Batista";250205;"PB";2027;1404;575;3536;39,7;16,3
"Santa Rosa De Lima";421560;"SC";1570;1200;350;2147;55,9;16,3
"Presidente Nereu";421410;"SC";1400;1017;371;2283;44,5;16,3
"São José Do Rio Preto";354980;"SP";330326;233510;75327;464983;50,2;16,2
"Novo Hamburgo";431340;"RS";158255;112908;40130;247032;45,7;16,2
"Carangola";311330;"MG";21928;16567;5343;33011;50,2;16,2
"Riachão Do Jacuípe";292630;"BA";19426;13608;5409;33468;40,7;16,2
"Mundo Novo";500568;"MS";16664;7714;2985;18473;41,8;16,2
"Conceição De Macabu";330140;"RJ";15116;10836;3788;23398;46,3;16,2
"Santo Anastácio";354770;"SP";13721;10090;3386;20866;48,4;16,2
"Porto Murtinho";500690;"MS";11763;6600;2794;17298;38,2;16,2
"Palmitos";421210;"SC";10966;7837;2612;16157;48,5;16,2
"Ibirataia";291290;"BA";9711;7086;2414;14882;47,6;16,2
"Manoel Vitorino";292040;"BA";7835;5551;2117;13087;42,4;16,2
"Cajobi";350930;"SP";7739;5522;1717;10596;52,1;16,2
"Moreira Sales";411610;"PR";7561;5363;1953;12042;44,5;16,2
"Gravatal";420620;"SC";7350;5316;1875;11577;45,9;16,2
"Rincão";354370;"SP";7064;5089;1756;10812;47,1;16,2
"Nova Aurora";411670;"PR";6930;5014;1672;10299;48,7;16,2
"Montanhas";240770;"RN";6471;4462;1812;11208;39,8;16,2
"Jóia";431115;"RS";5435;3959;1390;8566;46,2;16,2
"Guarani";312840;"MG";5305;3802;1444;8918;42,6;16,2
"Candeal";290640;"BA";4861;3476;1326;8181;42,5;16,2
"Rodelas";292710;"BA";4604;3077;1527;9442;32,6;16,2
"Jericó";250740;"PB";4570;3199;1256;7745;41,3;16,2
"Caibi";420310;"SC";4180;3144;992;6130;51,3;16,2
"Campo Largo Do Piauí";220217;"PI";4059;2872;1187;7311;39,3;16,2
"Santa Cruz Do Escalvado";315740;"MG";3817;3050;767;4725;64,6;16,2
"Santa Helena";251330;"PB";3282;2258;951;5871;38,5;16,2
"Acorizal";510010;"MT";3229;2340;869;5375;43,5;16,2
"Ouro Branco";240850;"RN";2941;2123;779;4813;44,1;16,2
"Carvalhos";311480;"MG";2925;2204;721;4461;49,4;16,2
"Fênix";410770;"PR";2691;1908;767;4748;40,2;16,2
"Carrancas";311460;"MG";2537;1859;655;4049;45,9;16,2
"Coronel Pacheco";311960;"MG";2101;1537;502;3090;49,7;16,2
"São Brás Do Suaçuí";316090;"MG";1646;1037;609;3754;27,6;16,2
"Nilópolis";330320;"RJ";83889;57615;26264;162693;35,4;16,1
"Itumbiara";521150;"GO";61629;42837;17055;105809;40,5;16,1
"Bom Conselho";260210;"PE";30928;23074;7854;48767;47,3;16,1
"Poconé";510650;"MT";20664;15332;5302;32915;46,6;16,1
"Carlos Barbosa";430480;"RS";19182;13555;4872;30241;44,8;16,1
"São José Do Norte";431850;"RS";18103;13204;4459;27721;47,6;16,1
"Severínia";355190;"SP";13741;10598;2840;17661;60;16,1
"Coronel Vivida";410650;"PR";13307;9572;3315;20580;46,5;16,1
"Paraibuna";353560;"SP";13161;9603;2936;18263;52,6;16,1
"Maracás";292050;"BA";12686;9115;3287;20393;44,7;16,1
"Bady Bassitt";350460;"SP";12485;8871;2854;17761;49,9;16,1
"Iconha";320260;"ES";9560;6755;2252;13973;48,3;16,1
"Igaporã";291340;"BA";9137;6582;2525;15650;42,1;16,1
"Montalvânia";314270;"MG";8180;5764;2381;14747;39,1;16,1
"Bananal";350490;"SP";7049;4860;1774;10993;44,2;16,1
"Águia Branca";320013;"ES";6419;4568;1548;9631;47,4;16,1
"Cachoeira Dourada";520425;"GO";5018;3687;1293;8031;45,9;16,1
"Praia Grande";421380;"SC";4856;3584;1179;7312;49;16,1
"Sales";354480;"SP";4352;3226;1033;6407;50,4;16,1
"Altaneira";230060;"CE";3838;2605;1233;7650;34,1;16,1
"Riversul";354350;"SP";3801;2766;879;5443;50,8;16,1
"Couto De Magalhães De Minas";312010;"MG";3448;2693;714;4423;60,9;16,1
"Maripá";411535;"PR";3407;2409;897;5582;43,2;16,1
"Rio Grande Do Piauí";220900;"PI";3270;2230;1033;6433;34,7;16,1
"Divino De São Lourenço";320180;"ES";3130;2304;689;4270;54;16,1
"Quinta Do Sol";412110;"PR";3055;2241;724;4508;49,7;16,1
"Ocauçu";353370;"SP";2945;2141;690;4291;49,9;16,1
"Itaguari";521056;"GO";2931;2145;752;4685;45,8;16,1
"Dueré";170730;"TO";2769;1939;754;4686;41,4;16,1
"Vargeão";421910;"SC";2358;1683;575;3571;47,1;16,1
"Hugo Napoleão";220460;"PI";2297;1601;626;3879;41,3;16,1
"Zortéa";421985;"SC";2266;1615;546;3398;47,5;16,1
"Santa Tereza De Goiás";521960;"GO";2243;1695;527;3280;51,7;16,1
"Braço Do Trombudo";420285;"SC";2119;1412;607;3769;37,5;16,1
"Conceição Do Tocantins";170560;"TO";2101;1392;659;4087;34,1;16,1
"Lajeado";171200;"TO";1855;1322;509;3167;41,7;16,1
"São Domingos Do Cariri";251394;"PB";1540;1073;424;2630;40,8;16,1
"João Pessoa";250750;"PB";469985;339358;130627;817511;41,5;16
"Corumbá";500320;"MS";77328;42912;17941;112058;38,3;16
"Palmeira Dos Índios";270630;"AL";41987;27752;11737;73337;37,8;16
"Barra Bonita";350530;"SP";25573;18493;5764;36126;51,2;16
"Garibaldi";430860;"RS";22613;16164;5674;35440;45,6;16
"Alagoa Grande";250030;"PB";16982;12106;4548;28439;42,6;16
"Cordeiro";330150;"RJ";14445;10759;3516;22041;48,8;16
"Cantagalo";330110;"RJ";13282;9656;3234;20168;47,9;16
"Filadélfia";291085;"BA";11853;9171;2613;16345;56,1;16
"Solânea";251600;"PB";11778;7329;4204;26227;27,9;16
"Una";293250;"BA";11603;8557;2974;18544;46,1;16
"Piancó";251130;"PB";9014;6208;2577;16111;38,5;16
"Uraí";412840;"PR";8528;6672;1803;11273;59,2;16
"Conceição Do Castelo";320170;"ES";7946;5892;2054;12806;46;16
"Rio Novo Do Sul";320440;"ES";7785;5509;1860;11626;47,4;16
"Pires Ferreira";231095;"CE";7482;5303;1759;11001;48,2;16
"Jaguaretama";230670;"CE";6933;4032;2901;18147;22,2;16
"Neves Paulista";353250;"SP";6689;4935;1426;8923;55,3;16
"Érico Cardoso";290050;"BA";6600;4857;1685;10560;46;16
"Rinópolis";354380;"SP";6561;4633;1593;9961;46,5;16
"Santa Isabel Do Ivaí";412370;"PR";5601;4043;1364;8523;47,4;16
"Iepê";351990;"SP";5569;4038;1315;8194;49,3;16
"Sud Mennucci";355230;"SP";5382;3967;1238;7728;51,3;16
"Caraíbas";290689;"BA";5116;3596;1409;8801;40,9;16
"Barra De Santana";250157;"PB";4710;3258;1339;8349;39;16
"Faina";520753;"GO";4366;3273;1055;6576;49,8;16
"Iacri";351920;"SP";4263;3001;1005;6295;47,7;16
"Quixaba";261153;"PE";4006;2904;1087;6805;42,7;16
"Comercinho";311700;"MG";3951;2854;1083;6774;42,1;16
"Piracema";315060;"MG";3917;2838;1023;6398;44,4;16
"Rafael Fernandes";241050;"RN";3499;2581;821;5128;50,3;16
"Jequitibá";313570;"MG";3390;2545;833;5207;48,9;16
"Fruta De Leite";312707;"MG";3201;2292;850;5299;43,3;16
"Rio Doce";315500;"MG";2762;2344;418;2620;89,5;16
"Munhoz De Melo";411630;"PR";2733;1989;642;4009;49,6;16
"Congo";250470;"PB";2607;1764;768;4787;36,8;16
"Bela Vista Da Caroba";410275;"PR";2597;2030;552;3457;58,7;16
"Divino Das Laranjeiras";312210;"MG";2591;1795;796;4974;36,1;16
"Joaquim Felício";313640;"MG";2517;1760;757;4727;37,2;16
"Campestre De Goiás";520460;"GO";2439;1794;583;3649;49,2;16
"São José Do Povo";510729;"MT";2419;1654;655;4105;40,3;16
"Itaúba";510455;"MT";2396;1666;593;3704;45;16
"Santa Mercedes";354710;"SP";2076;1515;471;2943;51,5;16
"Presidente Lucena";431514;"RS";1944;1387;470;2937;47,2;16
"Urutaí";522180;"GO";1891;1376;491;3066;44,9;16
"Caranaíba";311310;"MG";1749;1218;506;3166;38,5;16
"Arapeí";350315;"SP";1598;1205;393;2460;49;16
"Joca Claudino";251365;"PB";1514;1060;423;2639;40,2;16
"Santo Antônio Do Rio Abaixo";316050;"MG";1155;846;281;1760;48,1;16
"Araraquara";350320;"SP";154043;112967;37889;238339;47,4;15,9
"Bragança Paulista";350760;"SP";116414;83293;27060;170533;48,8;15,9
"Lins";352710;"SP";52040;37619;12495;78503;47,9;15,9
"Batatais";350590;"SP";41418;29983;9993;62980;47,6;15,9
"Vacaria";432250;"RS";40473;28488;10595;66575;42,8;15,9
"São Joaquim Da Barra";354940;"SP";33815;24624;8316;52319;47,1;15,9
"Leopoldina";313840;"MG";29696;21111;8396;52640;40,1;15,9
"Piraju";353880;"SP";20554;15068;4753;29869;50,4;15,9
"Monte Alegre De Minas";314280;"MG";11079;7575;3378;21236;35,7;15,9
"Malacacheta";313920;"MG";10907;7852;2964;18602;42,2;15,9
"Porto Real Do Colégio";270750;"AL";10424;7190;3189;20112;35,7;15,9
"Fátima";291075;"BA";10410;7575;2835;17845;42,4;15,9
"Mantenópolis";320330;"ES";10302;7335;2467;15503;47,3;15,9
"Pureza";241040;"RN";8933;7120;1543;9724;73,2;15,9
"Mamborê";411400;"PR";8838;6517;2066;13014;50,1;15,9
"Balneário Arroio Do Silva";420195;"SC";8681;6113;2138;13430;45,5;15,9
"Tamarana";412667;"PR";8216;5826;2390;15040;38,7;15,9
"Iracema";230600;"CE";5799;3521;2278;14326;24,6;15,9
"Jaborandi";291735;"BA";4931;3543;1319;8277;42,8;15,9
"Tuiuti";355495;"SP";4626;3402;1107;6977;48,8;15,9
"Bom Jesus Do Amparo";310770;"MG";3601;2627;974;6133;42,8;15,9
"Sobrália";316770;"MG";3314;2435;879;5514;44,2;15,9
"Anhumas";350240;"SP";2745;1966;659;4144;47,4;15,9
"Santa Efigênia De Minas";315750;"MG";2626;1901;695;4381;43,4;15,9
"Novo Itacolomi";411729;"PR";2074;1550;452;2840;54,6;15,9
"Brasilândia Do Sul";410337;"PR";1909;1471;411;2585;56,9;15,9
"Diorama";520710;"GO";1490;1075;395;2479;43,4;15,9
"Edealina";520735;"GO";1481;894;587;3688;24,2;15,9
"Ouro Verde";421185;"SC";1328;956;352;2207;43,3;15,9
"Crixás Do Tocantins";170625;"TO";1035;658;276;1735;37,9;15,9
"Uberlândia";317020;"MG";441166;330452;110714;699097;47,3;15,8
"Bauru";350600;"SP";250585;182497;59748;379297;48,1;15,8
"Barretos";350550;"SP";83998;61371;19429;122833;50;15,8
"Mococa";353050;"SP";44766;32052;10874;68980;46,5;15,8
"Domingos Martins";320190;"ES";22778;16358;5363;33986;48,1;15,8
"Assis Chateaubriand";410200;"PR";22743;16728;5269;33328;50,2;15,8
"Pereira Barreto";353740;"SP";17849;13192;4046;25677;51,4;15,8
"Baependi";310490;"MG";11094;8048;3043;19199;41,9;15,8
"Serafina Corrêa";432040;"RS";11059;7809;2803;17795;43,9;15,8
"Quiterianópolis";231126;"CE";9240;5886;3354;21166;27,8;15,8
"Cândido Mendes";210260;"MA";8656;5434;3199;20278;26,8;15,8
"São Tomé";241290;"RN";6237;4419;1743;11053;40;15,8
"Muquém Do São Francisco";292225;"BA";6231;4388;1808;11417;38,4;15,8
"Mirante";292145;"BA";5113;3645;1338;8447;43,2;15,8
"Verê";412860;"PR";5072;3666;1134;7174;51,1;15,8
"Itapé";291620;"BA";4698;3355;1343;8526;39,4;15,8
"Ametista Do Sul";430064;"RS";4461;3108;1167;7403;42;15,8
"Nuporanga";353360;"SP";4372;3187;1180;7478;42,6;15,8
"Águas De Santa Bárbara";350055;"SP";4292;3118;964;6109;51;15,8
"Colônia Do Piauí";220277;"PI";4216;2917;1214;7661;38,1;15,8
"Oriente";353410;"SP";4041;2913;1034;6542;44,5;15,8
"Rio Manso";315530;"MG";3498;2495;928;5879;42,4;15,8
"São Felipe D'Oeste";110148;"RO";3427;2502;800;5066;49,4;15,8
"Goiandira";520850;"GO";3315;2425;890;5625;43,1;15,8
"Mundo Novo";521405;"GO";3233;2460;743;4713;52,2;15,8
"Boa Ventura";250210;"PB";3086;2172;841;5307;40,9;15,8
"Ibiquera";291260;"BA";2401;1744;639;4046;43,1;15,8
"Santa Bárbara Do Tugúrio";315730;"MG";2242;1545;697;4407;35,1;15,8
"Sandolândia";171884;"TO";2196;1655;534;3373;49,1;15,8
"Ibituruna";313000;"MG";1781;1263;473;2996;42,2;15,8
"Monjolos";314250;"MG";1457;1093;348;2202;49,6;15,8
"Araçatuba";350280;"SP";130526;93425;31041;198129;47,2;15,7
"Flores";260560;"PE";14920;11234;3561;22618;49,7;15,7
"Itapecerica";313350;"MG";13381;9883;3423;21761;45,4;15,7
"Santa Cruz Cabrália";292770;"BA";11582;7206;4376;27922;25,8;15,7
"Triunfo";261570;"PE";9537;7109;2387;15243;46,6;15,7
"Cananéia";350990;"SP";8401;6326;1970;12541;50,4;15,7
"Marilândia";320335;"ES";8176;5872;2032;12963;45,3;15,7
"Mato Verde";314100;"MG";7924;5929;1946;12412;47,8;15,7
"Heliópolis";291185;"BA";7859;5677;2033;12987;43,7;15,7
"Vale Do Sol";432253;"RS";7369;5246;1859;11828;44,4;15,7
"São José Do Cerrito";421680;"SC";5863;4314;1286;8173;52,8;15,7
"Água Doce";420040;"SC";4849;3509;1120;7152;49,1;15,7
"Serra Redonda";251580;"PB";4517;3336;1101;7021;47,5;15,7
"Bandeirantes";500150;"MS";4343;3115;1065;6800;45,8;15,7
"Ouvidor";521550;"GO";4054;2940;1064;6782;43,4;15,7
"São Francisco De Paula";316120;"MG";4001;2916;1024;6520;44,7;15,7
"Corguinho";500310;"MS";3879;2855;949;6054;47,2;15,7
"São Miguel Do Anta";316380;"MG";3878;2774;1089;6944;39,9;15,7
"Palmópolis";314675;"MG";3345;2401;839;5349;44,9;15,7
"Senhora De Oliveira";316600;"MG";3145;2229;906;5786;38,5;15,7
"Rosário Da Limeira";315645;"MG";3072;2269;727;4622;49,1;15,7
"Monteiro Lobato";353170;"SP";2919;2065;736;4696;44;15,7
"Leópolis";411340;"PR";2785;2111;618;3925;53,8;15,7
"Presidente Juscelino";315320;"MG";2684;2098;566;3606;58,2;15,7
"Poço De José De Moura";251207;"PB";2639;1900;681;4337;43,8;15,7
"Serra Alta";421755;"SC";2546;1934;512;3256;59,4;15,7
"Jari";431113;"RS";2241;1614;546;3488;46,3;15,7
"Salgado Filho";412280;"PR";2214;1626;548;3483;46,7;15,7
"Damianópolis";520670;"GO";2055;1492;518;3306;45,1;15,7
"Água Nova";240040;"RN";1906;1350;515;3272;41,3;15,7
"Mirador";411590;"PR";1466;1085;344;2196;49,4;15,7
"Londrina";411370;"PR";342057;242415;89513;575377;42,1;15,6
"Senhor Do Bonfim";293010;"BA";54272;41735;12357;79424;52,5;15,6
"Caicó";240200;"RN";39794;28550;10659;68343;41,8;15,6
"Livramento De Nossa Senhora";291950;"BA";26342;18696;7173;46062;40,6;15,6
"Marataízes";320332;"ES";25701;18620;6057;38883;47,9;15,6
"São João Da Barra";330500;"RJ";24611;18695;5696;36423;51,3;15,6
"Candelária";430420;"RS";20667;14939;4914;31421;47,5;15,6
"Coromandel";311930;"MG";16171;11681;4361;27966;41,8;15,6
"Itabaiana";250690;"PB";14514;10330;3800;24419;42,3;15,6
"Pompéia";354000;"SP";14066;9915;3461;22172;44,7;15,6
"Junqueirópolis";352600;"SP";13951;10224;3260;20831;49,1;15,6
"Mirante Do Paranapanema";353020;"SP";11748;8588;2863;18338;46,8;15,6
"Ituaçu";291720;"BA";10962;7907;2971;19030;41,6;15,6
"Caldas";311030;"MG";9085;6572;2275;14541;45,2;15,6
"Serra Branca";251550;"PB";7975;5729;2141;13754;41,7;15,6
"São João";412480;"PR";6186;4507;1592;10181;44,3;15,6
"Meleiro";421080;"SC";4696;3368;1090;7001;48,1;15,6
"Comendador Levy Gasparian";330095;"RJ";4066;2726;1340;8576;31,8;15,6
"Catas Altas";311535;"MG";3283;2406;847;5421;44,4;15,6
"São Félix De Balsas";211080;"MA";2918;2145;712;4562;47;15,6
"Buritizal";350820;"SP";2857;2091;703;4514;46,3;15,6
"Quatro Pontes";412085;"PR";2581;1865;628;4029;46,3;15,6
"Caraúbas";250407;"PB";2246;1520;651;4185;36,3;15,6
"Nova Módica";314490;"MG";2190;1577;556;3573;44,1;15,6
"Rafael Godeiro";241060;"RN";1984;1434;501;3208;44,7;15,6
"João Costa";220535;"PI";1701;1196;470;3005;39,8;15,6
"Santo Antônio Dos Milagres";220945;"PI";1398;1030;338;2166;47,6;15,6
"Morro Da Garça";314360;"MG";1364;984;380;2437;40,4;15,6
"Guaraíta";520929;"GO";1262;957;305;1951;49,1;15,6
"Recife";261160;"PE";707940;451853;256087;1653461;27,3;15,5
"Amparo";350190;"SP";49956;36386;11278;72677;50,1;15,5
"Pirassununga";353930;"SP";48637;34716;11949;76877;45,2;15,5
"Bariri";350520;"SP";22088;15502;5524;35558;43,6;15,5
"Antonina";410120;"PR";13817;10665;2935;18949;56,3;15,5
"Costa Rica";500325;"MS";13087;9115;3284;21142;43,1;15,5
"Altinópolis";350100;"SP";11485;8254;2514;16203;50,9;15,5
"Pacaraima";140045;"RR";9975;6921;2923;18913;36,6;15,5
"Tamboril";231320;"CE";9949;5894;4055;26225;22,5;15,5
"Urupês";355600;"SP";9114;6515;2151;13888;46,9;15,5
"Areal";330022;"RJ";7961;6000;1961;12669;47,4;15,5
"São Luiz Do Paraitinga";355000;"SP";7367;5241;1656;10690;49;15,5
"Serrano Do Maranhão";211178;"MA";7175;5576;1599;10299;54,1;15,5
"Missal";411605;"PR";6380;4433;1661;10704;41,4;15,5
"Bueno Brandão";310910;"MG";6187;4477;1700;10991;40,7;15,5
"Floresta Azul";291100;"BA";6097;4347;1635;10575;41,1;15,5
"Tomazina";412780;"PR";5313;3912;1208;7807;50,1;15,5
"Alto Rio Novo";320035;"ES";5022;3527;1218;7874;44,8;15,5
"Iguatama";313030;"MG";4923;3562;1230;7923;45;15,5
"Figueira";410775;"PR";4907;3595;1193;7696;46,7;15,5
"São Pedro Dos Ferros";316400;"MG";4866;3591;1195;7706;46,6;15,5
"Caputira";311290;"MG";4854;3412;1442;9308;36,7;15,5
"Nova Aliança";353280;"SP";4657;3276;1094;7068;46,3;15,5
"Jacuí";313480;"MG";4475;3261;1189;7691;42,4;15,5
"Itambaracá";411100;"PR";4322;3187;1016;6549;48,7;15,5
"Pedra Bela";353680;"SP";4241;2976;947;6110;48,7;15,5
"Nazarezinho";251000;"PB";3999;2740;1128;7286;37,6;15,5
"Braúna";350770;"SP";3661;2496;891;5741;43,5;15,5
"Divinolândia De Minas";312220;"MG";3573;2385;1179;7614;31,3;15,5
"Dom Expedito Lopes";220340;"PI";3358;2239;1072;6922;32,3;15,5
"Ribeirão Corrente";354310;"SP";3337;2482;738;4752;52,2;15,5
"Cravolândia";290950;"BA";3134;2241;827;5351;41,9;15,5
"Vereda";293325;"BA";3044;2089;955;6153;34;15,5
"Nossa Senhora De Nazaré";220675;"PI";2954;2122;760;4891;43,4;15,5
"Espírito Santo Do Dourado";312440;"MG";2881;2105;730;4710;44,7;15,5
"Formoso";520810;"GO";2758;2086;645;4172;50;15,5
"Arabutã";420127;"SC";2706;2011;660;4267;47,1;15,5
"Dom Macedo Costa";291020;"BA";2548;1870;629;4065;46;15,5
"Varjão";522190;"GO";2524;1901;596;3838;49,5;15,5
"Assunção";250135;"PB";2051;1356;625;4029;33,7;15,5
"Natalândia";314437;"MG";1965;1426;514;3308;43,1;15,5
"Ribeira";354280;"SP";1791;1274;517;3330;38,3;15,5
"Porto Alegre Do Tocantins";171800;"TO";1667;1120;492;3170;35,3;15,5
"Santo Hipólito";316060;"MG";1637;1158;476;3065;37,8;15,5
"Rochedo De Minas";315620;"MG";1583;1178;360;2320;50,8;15,5
"Areia De Baraúnas";250115;"PB";1081;742;329;2116;35,1;15,5
"Umuarama";412810;"PR";69703;50167;17306;112500;44,6;15,4
"Concórdia";420430;"SC";46328;32325;11606;75167;43;15,4
"Penápolis";353730;"SP";43013;31244;9805;63757;49;15,4
"Picos";220800;"PI";39456;26447;12087;78431;33,7;15,4
"Euclides Da Cunha";291070;"BA";32970;23037;9353;60858;37,9;15,4
"Urussanga";421900;"SC";15870;12114;3278;21344;56,8;15,4
"Bastos";350580;"SP";14878;10817;3219;20953;51,6;15,4
"Pancas";320400;"ES";13845;9602;3597;23306;41,2;15,4
"Rubiataba";521890;"GO";12221;9016;3071;19947;45,2;15,4
"Águas De Lindóia";350050;"SP";11220;8179;2891;18808;43,5;15,4
"Ingá";250680;"PB";11140;8105;2791;18144;44,7;15,4
"América Dourada";290115;"BA";10872;8294;2483;16090;51,5;15,4
"Auriflama";350420;"SP";9738;7101;2352;15253;46,6;15,4
"Alvinópolis";310230;"MG";8536;6015;2343;15169;39,7;15,4
"Bonfim";140015;"RR";7490;5550;1940;12557;44,2;15,4
